[Epoch: 1 Batch: 0 Generated domain name: ?55;,4!41726949312,6646886z'16'7:57z:445;7;y6;67928835686.9627.84:2? 	 [len: 68]
[Epoch: 1 Batch: 200 Generated domain name: 8798777996,777967277796699555785679,48593889975944666669877767655558 	 [len: 68]
[Epoch: 1 Batch: 300 Generated domain name: 8798888986,76,69672767866,8555685679,485938898749445666698987868655558 	 [len: 70]
[Epoch: 1 Batch: 400 Generated domain name: 979978795,76,7967277896,6,99554785678,48593889975945667669977877655658 	 [len: 70]
[Epoch: 1 Batch: 500 Generated domain name: 989978895,76,69672777866,99555785679,4859398975945556669877878655658 	 [len: 68]
[Epoch: 1 Batch: 600 Generated domain name: 8799787996,76,796727878,66,9565685579,485939899759445569669977867655558 	 [len: 71]
[Epoch: 1 Batch: 700 Generated domain name: 8799778995,76,786727788,5,685659785679,48593889975944666669877877755558 	 [len: 71]
[Epoch: 1 Batch: 800 Generated domain name: 9898778996,76,7967277786,6,985659685679,48593889975944666669876867655658 	 [len: 72]
[Epoch: 1 Batch: 900 Generated domain name: 9899777996,76,6967277886,58554685679,4849388975944566659877877655658 	 [len: 68]
[Epoch: 1 Batch: 1000 Generated domain name: 8798777995,76,696728778,56,85547856794859398975944566669877878755558 	 [len: 68]
[Epoch: 1 Batch: 1100 Generated domain name: 8899878996,66,69672777866,9565685689,48593989759445666698977877755658 	 [len: 69]
[Epoch: 1 Batch: 1200 Generated domain name: 889977896,76,79672777866,98665785679,4849398984945566659987868754658 	 [len: 68]
[Epoch: 1 Batch: 0 Generated domain name: 95898,7975,56458965487783777289595757787,863,597488688659767;6565776688 	 [len: 71]
[Epoch: 1 Batch: 100 Generated domain name: 687,697566558865487782787289585758876,872687488698,758767;6465666787 	 [len: 68]
[Epoch: 1 Batch: 200 Generated domain name: 687,7884,56558965487782677289585757787,8625879588698,659678;7464766688 	 [len: 70]
[Epoch: 1 Batch: 300 Generated domain name: 687,6885,565588544877837772895957587879,863,587588798649667;6575766688 	 [len: 70]
[Epoch: 1 Batch: 400 Generated domain name: 6886885565588654877826872885857577879,863587488688659767;6575776788 	 [len: 67]
[Epoch: 1 Batch: 500 Generated domain name: 6797,7875,56557964487783787389585768777,862597488698,658767;7565766788 	 [len: 70]
[Epoch: 1 Batch: 600 Generated domain name: 5898,7885,56558955487782787379485758887,862,6879588688749767;7575675688 	 [len: 71]
[Epoch: 1 Batch: 700 Generated domain name: 9577,7985,56558855587782787389594757786,762,6879589698658777;6475766698 	 [len: 71]
[Epoch: 1 Batch: 800 Generated domain name: 688688556557855486782787279596658777,863587488698,758667;6465676687 	 [len: 67]
[Epoch: 1 Batch: 900 Generated domain name: 678698556459856487782688289595758887,8625979488688748767;6565676788 	 [len: 67]
[Epoch: 1 Batch: 1000 Generated domain name: 5897,7885,564588554877836772795956587779,862596488698648777;7574666688 	 [len: 70]
[Epoch: 1 Batch: 1100 Generated domain name: 9687,7875565588554877737873795856588879,863597589698758777,7574766788 	 [len: 69]
[Epoch: 1 Batch: 1200 Generated domain name: 95897,7975,565588654867827872795857577879,862586588698648767;6565766688 	 [len: 71]
[Epoch: 1 Batch: 1300 Generated domain name: 96897,798556558865487882787389595757787,862,587489698659777;7574676688 	 [len: 70]
[Epoch: 1 Batch: 1400 Generated domain name: 5787885565589654877827873895857587879,8635879588788658677,6565766787 	 [len: 68]
[Epoch: 1 Batch: 0 Generated domain name: 657,5798966;97779496827582885768565347996878,855969354572667979988526796 	 [len: 72]
[Epoch: 1 Batch: 100 Generated domain name: 6575787866,9767495827582785965867544,69687885696935557366698878536796 	 [len: 69]
[Epoch: 1 Batch: 200 Generated domain name: 6565797876,8766495737957278597686755379697886696935557366697978526696 	 [len: 69]
[Epoch: 1 Batch: 300 Generated domain name: 657,5697866;976649582758288575756544,696878,85596946557366697878537795 	 [len: 70]
[Epoch: 1 Batch: 400 Generated domain name: 657,5797875,977649582768288676867544,79597985696935458366698888526796 	 [len: 69]
[Epoch: 1 Batch: 500 Generated domain name: 657,5798866;87664682758278665857544,79687885696935557366798888536696 	 [len: 68]
[Epoch: 1 Batch: 600 Generated domain name: 6575788866;8776467279572885975856544,79687985596936547365697878536796 	 [len: 69]
[Epoch: 1 Batch: 700 Generated domain name: 6575787866,976659582757278576857544,79687885597945557366698878527796 	 [len: 68]
[Epoch: 1 Batch: 800 Generated domain name: 6575798866,9676596736572785975866544,7896878,85686945558256698888536796 	 [len: 71]
[Epoch: 1 Batch: 900 Generated domain name: 6575787866,8776949683768278575857543,796879,86696936547266697888537796 	 [len: 70]
[Epoch: 1 Batch: 1000 Generated domain name: 6575697866,9776496727967278675856543,786778,866969365573656979978537696 	 [len: 71]
[Epoch: 1 Batch: 1100 Generated domain name: 6575687865;877659572658287576857444,78687985697945557266798878526786 	 [len: 68]
[Epoch: 1 Batch: 1200 Generated domain name: 5465797966;8766495827582785975867544,796878855869454573666989888536795 	 [len: 70]
[Epoch: 1 Batch: 1300 Generated domain name: 557,5698866,87765967279582885976857444,79686886696935447266698978537796 	 [len: 71]
[Epoch: 1 Batch: 1400 Generated domain name: 657,5688865;876659572757278575856545,786878856969355572656979878527796 	 [len: 70]
[Epoch: 1 Batch: 1500 Generated domain name: 6575797876,9776596827958278575856544,7996878,86696935558266697888536796 	 [len: 71]
[Epoch: 1 Batch: 1600 Generated domain name: 5575788875;97769595727572785975867444,796878,856869454573656989987536796 	 [len: 72]
[Epoch: 1 Batch: 1700 Generated domain name: 656,6798866;977649582758278575866544,796989,855969365572666989888526696 	 [len: 71]
[Epoch: 1 Batch: 1800 Generated domain name: 5565797866,966649672758288575857544,79687885696935457366697978527795 	 [len: 68]
[Epoch: 1 Batch: 1900 Generated domain name: 6575797876,977659682758278575857544796878,85586936457366698888537696 	 [len: 68]
[Epoch: 1 Batch: 2000 Generated domain name: 657,5798966,9766596737958277575857543796878856969454573666989878536796 	 [len: 70]
[Epoch: 1 Batch: 2100 Generated domain name: 657,5788875,8776496827958288676857544,786979,85596945557266798888536696 	 [len: 71]
[Epoch: 1 Batch: 2200 Generated domain name: 657,5788875;9766496727958278575857544,79687885586836457366698888526796 	 [len: 70]
[Epoch: 1 Batch: 2300 Generated domain name: 656,5798865,9776595727683785975867544,7896878,85586945457366697888536796 	 [len: 72]
[Epoch: 1 Batch: 2400 Generated domain name: 656,5788865;977759572758278576856444,7996879,856969365572556979988537696 	 [len: 72]
[Epoch: 1 Batch: 2500 Generated domain name: 6575687876,9766496827583885975867544,796878856969454573666979878526796 	 [len: 70]
[Epoch: 1 Batch: 2600 Generated domain name: 657,5797866;9766959682758288575856544,796878856869455572656989879536796 	 [len: 71]
[Epoch: 1 Batch: 2700 Generated domain name: 657,5787876,97769596727582785976856444,795878855969355572656979888536696 	 [len: 72]
[Epoch: 1 Batch: 2800 Generated domain name: 6575788965,977749583758277576856543,696878,85696945457366689878537696 	 [len: 69]
[Epoch: 2 Batch: 0 Generated domain name: 6565798866;876659683758288575856544799587985686935557265698879526796 	 [len: 68]
[Epoch: 2 Batch: 100 Generated domain name: 6575798865,877649572757388575857544,796878,85697935547365697878536696 	 [len: 69]
[Epoch: 2 Batch: 200 Generated domain name: 657,5787866,97765968379582775768565447996879,856869465572666989878536796 	 [len: 72]
[Epoch: 2 Batch: 300 Generated domain name: 6575797866;8776959582757388566867544,796879,85686935557365697978536796 	 [len: 70]
[Epoch: 2 Batch: 400 Generated domain name: 6575787865,9776595827582775975866544,796878855969364573656989978526796 	 [len: 70]
[Epoch: 2 Batch: 500 Generated domain name: 5575798865,97764967279682885975857544,785878,85596935557266697888527696 	 [len: 71]
[Epoch: 2 Batch: 600 Generated domain name: 6575788865,97774682758278575857544,796878956969454583666989978536696 	 [len: 68]
[Epoch: 2 Batch: 700 Generated domain name: 557,6697866,9776959672758278575856544,796879,856869355572666979978536796 	 [len: 72]
[Epoch: 2 Batch: 800 Generated domain name: 657,5787865,9776596827958278575867544,69587995596935557266689888536796 	 [len: 70]
[Epoch: 2 Batch: 900 Generated domain name: 657,5787866;977649682758278576867544796878,8669693544726667988526796 	 [len: 68]
[Epoch: 2 Batch: 1000 Generated domain name: 6565787876,9776595737582785975867544,7996879856979365562656979878536696 	 [len: 71]
[Epoch: 2 Batch: 1100 Generated domain name: 6575788866;977759573757278575866444,796978,85596935557255797888536796 	 [len: 69]
[Epoch: 2 Batch: 1200 Generated domain name: 5575698866;97779496726947278576867544,7896879,85686935557366697978537796 	 [len: 72]
[Epoch: 2 Batch: 1300 Generated domain name: 657,5797866,87764572657288586867444,796868755969365572556979878526696 	 [len: 69]
[Epoch: 2 Batch: 1400 Generated domain name: 6575788875,977659682758278576856554,796878856969465572656989878536696 	 [len: 69]
[Epoch: 2 Batch: 1500 Generated domain name: 5565687965;9766496727968278566957544,796879,85696935567366697988536796 	 [len: 70]
[Epoch: 2 Batch: 1600 Generated domain name: 5575787866;9776949582758277576856544,79687885696936457265698878526696 	 [len: 69]
[Epoch: 2 Batch: 1700 Generated domain name: 657,5788965,977794582767278565857543,786878,85696935548366698879536696 	 [len: 70]
[Epoch: 2 Batch: 1800 Generated domain name: 667,5798966,8776495837968278576856544,796879866868465572666989988527796 	 [len: 71]
[Epoch: 2 Batch: 1900 Generated domain name: 557,5687866,97764968279583785976766544,796878956969365572666989879527695 	 [len: 72]
[Epoch: 2 Batch: 2000 Generated domain name: 6575798865;97765968279572885976867444,79587985696936557365698889626696 	 [len: 70]
[Epoch: 2 Batch: 2100 Generated domain name: 6575788866;977649572667287575856543,79687985586936457366689888526796 	 [len: 68]
[Epoch: 2 Batch: 2200 Generated domain name: 6575788876,977749683758278575866544796878,85696935557366697988436796 	 [len: 68]
[Epoch: 2 Batch: 2300 Generated domain name: 6575787865,9776596837682886976857544,78587985696935557266697888537796 	 [len: 69]
[Epoch: 2 Batch: 2400 Generated domain name: 556,5798866;877659573758277575856544,79687885696935557266697978526695 	 [len: 69]
[Epoch: 2 Batch: 2500 Generated domain name: 6575687866,97679495727683785975856444,799587985697945557366698878526796 	 [len: 71]
[Epoch: 2 Batch: 2600 Generated domain name: 657,5798865,876659682767288697685744479687885596935547265697878537796 	 [len: 69]
[Epoch: 2 Batch: 2700 Generated domain name: 657,5798866;867659572757288575866543,796879,8569684555736568888526796 	 [len: 69]
[Epoch: 2 Batch: 2800 Generated domain name: 657,5787866,977659673758278475767544,696878,866969365573656989888536696 	 [len: 71]
[Epoch: 3 Batch: 0 Generated domain name: 6576798866877659682758277675856544,696879,856969465572656989978536686 	 [len: 69]
[Epoch: 3 Batch: 100 Generated domain name: 657,5798865,8766467269572885975857544,799687985696945558265698878526796 	 [len: 71]
[Epoch: 3 Batch: 200 Generated domain name: 6575787965,977649582758388576857544,7996878855969354572566989888526696 	 [len: 70]
[Epoch: 3 Batch: 300 Generated domain name: 6575797865,876649682758388576856543,7996878,86596945557366797888536696 	 [len: 70]
[Epoch: 3 Batch: 400 Generated domain name: 5575787876;97764957379582785975867444,796879,85696935557266697887536796 	 [len: 71]
[Epoch: 3 Batch: 500 Generated domain name: 5575687866,8776596736572785965856544,796878866979455583666989878536796 	 [len: 70]
[Epoch: 3 Batch: 600 Generated domain name: 656,5797865,9776959682668278565757434796878866869355573666989889526796 	 [len: 70]
[Epoch: 3 Batch: 700 Generated domain name: 657,5787875,97769495727582785975857544,79687885596936557265698988537696 	 [len: 71]
[Epoch: 3 Batch: 800 Generated domain name: 657,5688866,877749672767288575857544,796978,856969365473666979878537796 	 [len: 71]
[Epoch: 3 Batch: 900 Generated domain name: 657,5797875,9776496837958278575867444,78697886596946558266698888526796 	 [len: 70]
[Epoch: 3 Batch: 1000 Generated domain name: 6565797866;9776949682758278575856444,696878,85696936447266797887527796 	 [len: 70]
[Epoch: 3 Batch: 1100 Generated domain name: 6575698966,9776595737582785975866444,796878,856969455573666989888536696 	 [len: 71]
[Epoch: 3 Batch: 1200 Generated domain name: 656,6698866,977659583758178576866544,796878,85696935458365697888537795 	 [len: 70]
[Epoch: 3 Batch: 1300 Generated domain name: 6565697865;977659672758288575857444,6896878,85696935457265698878526796 	 [len: 70]
[Epoch: 3 Batch: 1400 Generated domain name: 657,5787965,977749573758278576756444,69687985696945557266698978536796 	 [len: 69]
[Epoch: 3 Batch: 1500 Generated domain name: 6575787876;977649572767278575857544,696878,856969355573656979888536795 	 [len: 70]
[Epoch: 3 Batch: 1600 Generated domain name: 6575787865,977655727572785975866544796878,8669645557265697878527696 	 [len: 67]
[Epoch: 3 Batch: 1700 Generated domain name: 657,5797865,977649572758288575857444,6996879856869355573666989878526696 	 [len: 71]
[Epoch: 3 Batch: 1800 Generated domain name: 6576698866;97769496827967278575956544,79687885696945557375698878536796 	 [len: 70]
[Epoch: 3 Batch: 1900 Generated domain name: 6575687965,9776495737582885768574447996878,85696945457366698888536796 	 [len: 69]
[Epoch: 3 Batch: 2000 Generated domain name: 5575798866,877695958279582775975866544,785879856969455573657989978537796 	 [len: 72]
[Epoch: 3 Batch: 2100 Generated domain name: 6575788965,9677949573758278575857443,796879,85587935457266697888536796 	 [len: 70]
[Epoch: 3 Batch: 2200 Generated domain name: 6575798865;977659673757288576867444,796878,866969465572666979888536696 	 [len: 70]
[Epoch: 3 Batch: 2300 Generated domain name: 656,5687866,87765967279572785975857544,696879,85696945557265698988536696 	 [len: 72]
[Epoch: 3 Batch: 2400 Generated domain name: 657,5798865,97765682757278576856444,79687885596936547266697988526795 	 [len: 68]
[Epoch: 3 Batch: 2500 Generated domain name: 556,5787865,9766596827582885976866444796878,855969455572666979978537795 	 [len: 71]
[Epoch: 3 Batch: 2600 Generated domain name: 557,5798866;9776596826583785758565447996889,756869355573667979978526795 	 [len: 71]
[Epoch: 3 Batch: 2700 Generated domain name: 6575687866,9776595837582785975756544,796878856969365572666979878527796 	 [len: 70]
[Epoch: 3 Batch: 2800 Generated domain name: 6675798865,966759583658288576856544,799687885696945557265697878537796 	 [len: 69]
[Epoch: 4 Batch: 0 Generated domain name: 6575697865;876659582658278576857444,79687885586946557266698988526796 	 [len: 68]
[Epoch: 4 Batch: 100 Generated domain name: 5575697866,9766949572757288675867544,78687885697935557266798978536696 	 [len: 69]
[Epoch: 4 Batch: 200 Generated domain name: 6575788865;8776596827683785668565347996878,85696946557365697878536796 	 [len: 69]
[Epoch: 4 Batch: 300 Generated domain name: 566,5787866,976659672758278575866544,7996878,85596835557366698878536796 	 [len: 71]
[Epoch: 4 Batch: 400 Generated domain name: 657,5687876;9776495827582775975767544,696888856969455572656989878537696 	 [len: 71]
[Epoch: 4 Batch: 500 Generated domain name: 6575797865,87765968269582776975856444,78687885696935558266698888527796 	 [len: 70]
[Epoch: 4 Batch: 600 Generated domain name: 6575797866,8776595837582785975866444,796878,85596935557266697888526796 	 [len: 70]
[Epoch: 4 Batch: 700 Generated domain name: 6575797866;977749582758278575767444,699687995696935557265798988637796 	 [len: 69]
[Epoch: 4 Batch: 800 Generated domain name: 6575788866,877659683795828867585654479687885596936557266697878536796 	 [len: 68]
[Epoch: 4 Batch: 900 Generated domain name: 657,5687865,8776458379582785975767444,78587885696946557266698978536696 	 [len: 70]
[Epoch: 4 Batch: 1000 Generated domain name: 657,5787866;977659582758278575856544,799687885696945557266698878537696 	 [len: 70]
[Epoch: 4 Batch: 1100 Generated domain name: 656,5688866,877659582758278575856544,796879855969465572556989888527695 	 [len: 70]
[Epoch: 4 Batch: 1200 Generated domain name: 6565787966,97675958379582885976857544,7996878,756969465572666989878536796 	 [len: 73]
[Epoch: 1 Batch: 0 Generated domain name: 654596,575656964965698;76976599;484696,8656238,67755566636668634458765,4 	 [len: 72]
[Epoch: 1 Batch: 100 Generated domain name: 643596,575656964865598,87986599;484695,8656228,67855566636658634457776;5 	 [len: 72]
[Epoch: 1 Batch: 200 Generated domain name: 754596,585656964865697,77976599;485695,965612867755566636658634458765;5 	 [len: 71]
[Epoch: 1 Batch: 300 Generated domain name: 744596,575656964865598,77986599;484685,8656138,967755566636668633458775;5 	 [len: 73]
[Epoch: 1 Batch: 400 Generated domain name: 654596,575657964864698;77986599;485685,965623777755566636668634458775,5 	 [len: 71]
[Epoch: 1 Batch: 500 Generated domain name: 754596,575657964965698,87976498;485685,8656138967755566636668634358765;5 	 [len: 72]
[Epoch: 1 Batch: 0 Generated domain name: 986587695738685757689679,995764747645866;275765546897894782777846967 	 [len: 68]
[Epoch: 1 Batch: 100 Generated domain name: 986,5976673868,5757689679,95774748545866;2657655457978995782777847977 	 [len: 69]
[Epoch: 1 Batch: 200 Generated domain name: 986,69769673868,5758689589,95774658645766;2767755467978994772767846977 	 [len: 70]
[Epoch: 1 Batch: 300 Generated domain name: 986677595738685747689689,95764748545866.2767655468878995772877836967 	 [len: 68]
[Epoch: 1 Batch: 400 Generated domain name: 9865886673868,5757689679,9,5764748545866;375776546897885772877847977 	 [len: 68]
[Epoch: 1 Batch: 500 Generated domain name: 9756876673868574768857995764648645766;3767655467978994772877847977 	 [len: 66]
[Epoch: 1 Batch: 600 Generated domain name: 986,5876573868,5757588689,9,577474854,5876;3767655467978994782877747966, 	 [len: 72]
[Epoch: 1 Batch: 700 Generated domain name: 8866876573868,5757789689,9,5874648545866;376765536897894773867846977 	 [len: 68]
[Epoch: 1 Batch: 800 Generated domain name: 886587657386857575886799,5774747644866;3767754357978994672777846976 	 [len: 67]
[Epoch: 1 Batch: 900 Generated domain name: ,98668765738685757689679,9,5774747645866;376765535797894772867847977 	 [len: 68]
[Epoch: 1 Batch: 1000 Generated domain name: 986,58765828685757699579,9,5764757535866.3767654457878994773877847977 	 [len: 69]
[Epoch: 1 Batch: 1100 Generated domain name: 98669765738685758688689,995774747645866;275865535897995773877747976 	 [len: 67]
[Epoch: 1 Batch: 1200 Generated domain name: 986,68769673867,5757698689,9,577474854,4877;3767655468878995782867847977 	 [len: 72]
[Epoch: 1 Batch: 1300 Generated domain name: 88668766738685757689679,9,576474764,4866;376765545797994672867847976 	 [len: 68]
[Epoch: 1 Batch: 1400 Generated domain name: 986687695728685757688579995764758535866;2767655357978994772877847966 	 [len: 68]
[Epoch: 1 Batch: 1500 Generated domain name: 986,58765728685757699679,9,5764758644867;3757645368989994773867847966, 	 [len: 70]
[Epoch: 1 Batch: 1600 Generated domain name: 9865876572878,5747689689,99,5774748645866;2767655367978994772777846977 	 [len: 70]
[Epoch: 1 Batch: 1700 Generated domain name: 98668769573868,6757689689,9,577474754,5876;37577553589789567276783667 	 [len: 69]
[Epoch: 1 Batch: 1800 Generated domain name: 986,59766738675757689689,99577474854,5876.2767655468978995682877846977 	 [len: 70]
[Epoch: 1 Batch: 1900 Generated domain name: 99865876573768,5757689689,8,5774748644866;3768655457978995682867847967 	 [len: 70]
[Epoch: 1 Batch: 2000 Generated domain name: 986,58769673868,5747689589,9,5864748544866;276765545897894682777846967, 	 [len: 71]
[Epoch: 1 Batch: 2100 Generated domain name: 976,6876573868,57576896899587574864,5866;3767655467978995773877847967 	 [len: 69]
[Epoch: 1 Batch: 2200 Generated domain name: 986,58769572868575768867999577474864,5866;2767655468978994672877847967 	 [len: 70]
[Epoch: 1 Batch: 2300 Generated domain name: 986687695738685747688689,9,5874748644866;3767655368978994672877846966 	 [len: 69]
[Epoch: 1 Batch: 2400 Generated domain name: 97659769573868,5747689679,9,5774748544866;3767755358978995672777846977, 	 [len: 71]
[Epoch: 1 Batch: 2500 Generated domain name: 98658765728685757689579,96774748644866;3767655368978984772767846976 	 [len: 67]
[Epoch: 1 Batch: 2600 Generated domain name: 9865876673868,5757689689,99,577474764,5866;37676554689799467287784776 	 [len: 69]
[Epoch: 1 Batch: 2700 Generated domain name: 8865876582868,575778968,98,5774748645876;3767655367978984673877847977 	 [len: 69]
[Epoch: 1 Batch: 2800 Generated domain name: 9865876572868,5757688689995774758545866;3757655468978994773767847967 	 [len: 68]
[Epoch: 2 Batch: 0 Generated domain name: 98658769673868,5747689589,9,577474754,5867;3767655458978994772767847977, 	 [len: 72]
[Epoch: 2 Batch: 100 Generated domain name: 9865885573868,5747688679,9,5774748545866;2767755457978994772777846977 	 [len: 69]
[Epoch: 2 Batch: 200 Generated domain name: 9766876572768,5757699679,9577474854,4867;376765536897994772877847977 	 [len: 68]
[Epoch: 2 Batch: 300 Generated domain name: 9865876672868,565768967999576474754,5876;2767655467978995682877847977 	 [len: 69]
[Epoch: 2 Batch: 400 Generated domain name: 8866976573868,5757689689,9,587474854,5867;3767655367978995772767846967 	 [len: 70]
[Epoch: 2 Batch: 500 Generated domain name: 986,686695738685747688679,95674748545867;376775535798994772777846976, 	 [len: 69]
[Epoch: 2 Batch: 600 Generated domain name: 9865876573868,57576886899,5774748645866;3767755357978994782867837977 	 [len: 68]
[Epoch: 2 Batch: 700 Generated domain name: 986,58769573868,5757688689,9,5774748645866;3767655367978995772877847967 	 [len: 71]
[Epoch: 2 Batch: 800 Generated domain name: 98658769572768,57576886799,5774747644866;3767654358978995772777846977 	 [len: 69]
[Epoch: 2 Batch: 900 Generated domain name: 98668666738685757688589,9,5764748545877;376765646797999477277784776 	 [len: 67]
[Epoch: 2 Batch: 1000 Generated domain name: 9865866573868,5757688599,99,577474854,5866;3757655457988994772877947977 	 [len: 71]
[Epoch: 2 Batch: 1100 Generated domain name: 9866876573868,5758688589,99,5874748645876;375865536888994672777847966 	 [len: 69]
[Epoch: 2 Batch: 1200 Generated domain name: 98668769573868,575769867995774758545876;2768655468978994772877847976 	 [len: 68]
[Epoch: 2 Batch: 1300 Generated domain name: 986,6876572868575768967999,5763748645866;3767655368978994672867847976 	 [len: 69]
[Epoch: 2 Batch: 1400 Generated domain name: 986687695738685757688679,99,6774748544866;2767655367978995682877847967 	 [len: 70]
[Epoch: 2 Batch: 1500 Generated domain name: 88668765738685758689689995774747645866;2767655367878995672877847967 	 [len: 67]
[Epoch: 2 Batch: 1600 Generated domain name: 986687696738685758689679995764747645866;3757655367978995782767846977 	 [len: 68]
[Epoch: 2 Batch: 1700 Generated domain name: 9986587657386857576885899,5774747645866;266775536897994672877847966 	 [len: 67]
[Epoch: 2 Batch: 1800 Generated domain name: 98658765738685747688679,95774747645866;366865535897894672877847877 	 [len: 66]
[Epoch: 2 Batch: 1900 Generated domain name: 88669769572868,5647688679,9,5774747545866;2757654467979995672877837967, 	 [len: 71]
[Epoch: 2 Batch: 2000 Generated domain name: 98658769572768,575768968999,5774648645866;3767655358978995772877847977 	 [len: 70]
[Epoch: 2 Batch: 2100 Generated domain name: 88668765738685757688689,99,5774748545866;2757655367978995783867747976 	 [len: 69]
[Epoch: 2 Batch: 2200 Generated domain name: 986,68769572868,5757689689,9,577474764,4866;2757655457978994772877847967 	 [len: 72]
[Epoch: 2 Batch: 2300 Generated domain name: 986,5876673868,5757689679995674747545866;276765535797895783867847967 	 [len: 68]
[Epoch: 2 Batch: 2400 Generated domain name: 986,587657386856576885899577474764,4866.27676553579789957727778479669 	 [len: 69]
[Epoch: 2 Batch: 2500 Generated domain name: 98668769572868,5757688679,995774748545866;2767655357979994773777846976 	 [len: 70]
[Epoch: 2 Batch: 2600 Generated domain name: 986587695737685757689579,9,5774748645866;3767655468978995682867847967 	 [len: 69]
[Epoch: 2 Batch: 2700 Generated domain name: 9865876573878,5647688678,9,5774747645866;3767654367978995672877846976 	 [len: 69]
[Epoch: 2 Batch: 2800 Generated domain name: 8965876573868,5657688689,9,5774747635866;3767755357978995672877847976 	 [len: 69]
[Epoch: 3 Batch: 0 Generated domain name: 986587695738685748689689,99576475764,5866;376775536897895772877847977 	 [len: 69]
[Epoch: 3 Batch: 100 Generated domain name: 98658769572868,575768868999,5774747645877;376765536797895772877847977 	 [len: 69]
[Epoch: 3 Batch: 200 Generated domain name: 886,58869573868,5757688679,8,5774747544866;275765445797895682877846967 	 [len: 70]
[Epoch: 3 Batch: 300 Generated domain name: 98668765738685757689589,95764748644866;2767655367978994773877846977 	 [len: 67]
[Epoch: 3 Batch: 400 Generated domain name: 88658765738685757788689,994774748645876;3767655357988995672867837977 	 [len: 68]
[Epoch: 3 Batch: 500 Generated domain name: 9856976672868,5757689579,99576474754,5866;276775546897895672877847967 	 [len: 69]
[Epoch: 3 Batch: 600 Generated domain name: 88658765738685657688679,99,677474854,5866;2757655367978994772777847976 	 [len: 70]
[Epoch: 3 Batch: 700 Generated domain name: 985,5876573868,5757788689,95774747655866;2757755358978994782867847976 	 [len: 69]
[Epoch: 3 Batch: 800 Generated domain name: 986,68769572968,5757689689,9677474854,5966;276755536897895782877837977 	 [len: 70]
[Epoch: 3 Batch: 900 Generated domain name: 986687695638685757689679,9,576575864,4866;3767655357978994672767846967 	 [len: 70]
[Epoch: 3 Batch: 1000 Generated domain name: 88668765738785757689579995774747645867;3767655367978995772877847976 	 [len: 67]
[Epoch: 3 Batch: 1100 Generated domain name: 8866876673868,5657689689,99,5774747545867;265765536797895682877847967 	 [len: 69]
[Epoch: 3 Batch: 1200 Generated domain name: 9865976672868,5658689679,9,5774757644866;375775535897994782877847976 	 [len: 68]
[Epoch: 3 Batch: 1300 Generated domain name: 998659769673868,57576885899,5774748645866;3767655358978994772776847976 	 [len: 70]
[Epoch: 3 Batch: 1400 Generated domain name: 98668769573868,57486896899,5774647645867;3767754467978994772777846976 	 [len: 69]
[Epoch: 3 Batch: 1500 Generated domain name: 986,69769573868,5758689589,99,676464764,5876;376765546897995672867836976 	 [len: 72]
[Epoch: 3 Batch: 1600 Generated domain name: 98669769573868,57576896799,5764747645867;3758665468978994772877847977 	 [len: 69]
[Epoch: 3 Batch: 1700 Generated domain name: 886,5877572868,5658688689,9,5764748544866;376864545798894672876847976 	 [len: 69]
[Epoch: 3 Batch: 1800 Generated domain name: 9866876967386857576896899,577475854,4876;276875546897899567287783767 	 [len: 68]
[Epoch: 3 Batch: 1900 Generated domain name: 886,58769573868,575768857995764748645766;376765546797995682777847966 	 [len: 68]
[Epoch: 3 Batch: 2000 Generated domain name: 98658769573868,5757689689,9,5774648545866;276765546798894772877847976 	 [len: 69]
[Epoch: 3 Batch: 2100 Generated domain name: 9866876573877575768868999567474764,5976;276765536797895772877847967 	 [len: 67]
[Epoch: 3 Batch: 2200 Generated domain name: 9965876572768,5757688689,9,5774748544866;3767655458978994782777847977 	 [len: 69]
[Epoch: 1 Batch: 0 Generated domain name: 876868878777767688777677687776878887677878686767777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 100 Generated domain name: 876868878777767688777677687776878887677878686777777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 200 Generated domain name: 876868878777767688777677687776878887777878686767777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 300 Generated domain name: 876868878777767688777677687776878887777878686767777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 400 Generated domain name: 876868878777767688777677687776878887777878686767777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 500 Generated domain name: 876868878777767688777677687776878887677878686777777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 600 Generated domain name: 876868878777767688777677687776878887677878686777777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 700 Generated domain name: 876868878777767688777677687776878887777878686767777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 800 Generated domain name: 876868878777767688777677687776878887677878686767777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 900 Generated domain name: 876868878777767688777677687776878887677878686767777678676877677877767777876 	 [len: 75]
[Epoch: 1 Batch: 1000 Generated domain name: 876868878777767688777677687776878887677878686767777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 1100 Generated domain name: 876868878777767688777677687776878887677878686777777678676877677877667777876 	 [len: 75]
[Epoch: 1 Batch: 1200 Generated domain name: 876868878777767688777677687776878887677878686767777678676877677877667777876 	 [len: 75]
